GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
ITA00304_2020-07-01,8.3,0.00304878,0.499775076,0.05,9.8,0.03960099,13.3,273.0
ITA00304_2020-09-15,8.2,0.00304878,0.809707858,0.05,10.2,0.03960099,13.4,307.0
ITA00304_2020-12-21,8.2,0.00304878,0.869753102,0.02,11.8,0.03960099,5.0,336.0
ITA00305_2018-01-03,8.1,0.00609756,1.269076548,0.05,14.0,0.02018874,1.5,331.0
ITA00305_2018-02-13,8.5,0.003963414,0.979234092,0.03,14.3,0.04037748,4.2,339.0
ITA00305_2018-03-06,8.5,0.003963414,0.949437204,0.04,12.8,0.04037748,4.9,360.0
ITA00305_2018-05-22,8.5,0.00304878,0.439729832,0.02,11.3,0.04037748,11.7,198.0
ITA00305_2018-07-04,8.6,0.004878048,0.529571964,0.04,9.9,0.04037748,18.5,285.0
ITA00305_2018-09-04,8.3,0.00304878,0.579684912,0.02,10.4,0.04037748,13.8,224.0
ITA00305_2018-11-14,8.3,0.00304878,0.75959491,0.02,11.6,0.04037748,9.1,208.0
ITA00305_2019-01-09,8.1,0.003005212934,0.879723321312,0.02,14.3,0.03993332772,1.2,326.0
ITA00305_2019-03-05,8.6,0.006010425868,0.64979563506,0.03,13.5,0.03993332772,4.8,361.0
ITA00305_2019-07-01,8.4,0.003005212934,0.369883669188,0.02,10.0,0.03993332772,20.1,266.0
ITA00305_2019-09-09,8.4,0.003005212934,0.79974847392,0.06,10.945945945945946,0.03993332772,13.0,296.0
ITA00305_2019-11-26,8.1,0.003005212934,0.969695024628,0.04,12.0,0.03993332772,7.8,209.0
ITA00305_2020-02-03,8.4,0.00304878,0.97968556,0.02,13.8,0.03960099,4.3,325.0
ITA00305_2020-05-04,8.4,0.00304878,0.709707696,0.04,10.4,0.03960099,13.1,223.0
ITA00305_2020-08-03,8.5,0.00304878,0.819640154,0.05,9.4,0.03960099,20.1,270.0
ITA00305_2020-11-03,8.3,0.00304878,0.889617694,0.02,10.2,0.03960099,12.3,212.0
ITA00306_2018-01-04,8.1,0.00304878,2.098648998,0.06,13.3,0.02018874,3.3,379.0
ITA00306_2018-02-13,8.3,0.00304878,2.098648998,0.02,13.7,0.04037748,3.0,332.0
ITA00306_2018-03-07,8.4,0.003963414,1.658919166,0.04,12.1,0.04037748,6.5,323.0
ITA00306_2018-04-10,8.4,0.003963414,2.098648998,0.02,11.6,0.04037748,8.8,302.0
ITA00306_2018-05-03,7.9,0.003963414,1.139279498,0.04,11.2,0.04037748,10.8,174.0
ITA00306_2018-06-13,8.5,0.00304878,1.36907671,0.08,10.2,0.04037748,14.9,272.0
ITA00306_2018-07-03,8.6,0.00304878,1.109256876,0.03,10.0,0.04037748,17.8,292.0
ITA00306_2018-08-07,8.4,0.00304878,0.9593695,0.03,9.5,0.04037748,18.3,231.0
ITA00306_2018-09-05,8.3,0.00304878,1.02934704,0.02,10.6,0.04037748,13.3,185.0
ITA00306_2018-10-10,8.7,0.00304878,0.859369338,0.03,11.1,0.04037748,13.7,243.0
ITA00306_2018-11-21,8.1,0.00304878,1.63882884,0.03,12.6,0.04037748,5.6,247.0
ITA00306_2018-12-03,8.2,0.00304878,1.798874246,0.04,12.2,0.04037748,7.3,308.0
ITA00306_2019-01-03,8.2,0.00304878,1.629487515612,0.03,14.0,0.01996666386,2.6,329.0
ITA00306_2019-02-06,8.3,0.004006950578,2.09933974404,0.04,14.1,0.03993332772,2.4,364.0
ITA00306_2019-03-14,8.2,0.005008688223,1.779440354472,0.03,13.2,0.03993332772,4.4,367.0
ITA00306_2019-04-10,8.3,0.005008688223,1.579503235992,0.07,11.5,0.01996666386,10.4,254.0
ITA00306_2019-05-13,8.2,0.003005212934,1.259603846424,0.02,12.0,0.01996666386,8.4,211.0
ITA00306_2019-06-11,8.1,0.003005212934,0.89971703316,0.03,10.5,0.03993332772,14.2,185.0
ITA00306_2019-07-09,8.3,0.005008688223,1.44954410898,0.06,9.8,0.03993332772,17.0,307.0
ITA00306_2019-08-12,8.4,0.003005212934,1.459540964904,0.04,9.6,0.01996666386,18.5,344.0
ITA00306_2019-09-16,8.3,0.003005212934,1.229613278652,0.04,10.1,0.03993332772,15.3,279.0
ITA00306_2019-10-01,8.3,0.007012163512,1.339578693816,0.04,9.9,0.03993332772,15.1,308.0
ITA00306_2019-11-19,8.2,0.003005212934,2.19930830328,0.06,12.0,0.03993332772,7.7,272.0
ITA00306_2019-12-18,8.2,0.003005212934,2.29927686252,0.04,11.7,0.05989999158,8.6,379.0
ITA00306_2020-02-03,8.3,0.00304878,1.839506366,0.02,12.3,0.03960099,5.1,345.0
ITA00306_2020-05-04,8.1,0.00304878,0.90970802,0.02,10.4,0.03960099,13.7,157.0
ITA00306_2020-08-03,8.2,0.004878048,1.179685884,0.04,9.1,0.03960099,18.8,238.0
ITA00306_2020-11-03,8.2,0.00304878,1.509483258,0.05,10.4,0.03960099,10.6,199.0
ITA00307_2018-01-17,8.3,0.00304878,0.439729832,0.02,11.7,0.04969536,3.4,333.0
ITA00307_2018-02-13,8.2,0.00304878,0.309707048,0.02,12.2,0.04037748,3.3,323.0
ITA00307_2018-03-19,8.4,0.00304878,0.639504422,0.02,11.9,0.04037748,5.0,324.0
ITA00307_2018-04-10,8.4,0.004878048,0.559594586,0.02,11.3,0.04037748,7.8,332.0
ITA00307_2018-05-16,8.5,0.00304878,0.529571964,0.02,10.3,0.04037748,12.3,338.0
ITA00307_2018-06-13,8.4,0.00609756,0.40970721,0.03,8.4,0.04037748,19.2,319.0
ITA00307_2018-07-12,7.7,0.004878048,0.26975213,0.02,7.5,0.04037748,22.0,303.0
ITA00307_2018-08-07,7.9,0.00304878,0.419639506,0.02,8.2,0.04037748,18.3,252.0
ITA00307_2018-09-11,7.9,0.00304878,0.429797536,0.02,8.3,0.09007284,17.3,308.0
ITA00307_2018-10-09,7.9,0.00304878,0.519639668,0.02,9.1,0.04037748,12.1,317.0
ITA00307_2018-11-20,8.2,0.00609756,0.349661966,0.02,9.1,0.04969536,10.3,285.0
ITA00307_2018-12-18,8.0,0.011890242,0.61963983,0.02,10.8,0.05978973,5.0,314.0
ITA00307_2019-01-10,7.8,0.007012163512,0.719773626528,0.02,11.6,0.06988332351,3.6,318.0
ITA00307_2019-02-13,7.9,0.003005212934,0.59981135544,0.02,12.3,0.04991665965,3.3,320.0
ITA00307_2019-03-13,8.0,0.004006950578,0.59981135544,0.03,11.7,0.03993332772,5.2,335.0
ITA00307_2019-04-10,8.2,0.003005212934,0.639798779136,0.04,11.2,0.01996666386,8.6,311.0
ITA00307_2019-05-20,8.2,0.003005212934,0.64979563506,0.05,10.7,0.03993332772,10.8,325.0
ITA00307_2019-06-12,8.1,0.007012163512,0.769757906148,0.02,8.5,0.03993332772,19.5,330.0
ITA00307_2019-07-10,8.0,0.005008688223,0.789751617996,0.03,8.1,0.03993332772,20.3,335.0
ITA00307_2019-08-07,7.9,0.008013901157,0.569820787668,0.02,7.9,0.03993332772,20.2,301.0
ITA00307_2019-09-30,7.9,0.009015638801,0.459855372504,0.02,8.0,0.04991665965,19.0,295.0
ITA00307_2019-10-09,7.9,0.003005212934,0.459855372504,0.01,8.7,0.03993332772,15.6,295.0
ITA00307_2019-11-12,8.1,0.010017376446,0.889720177236,0.06,10.3,0.03993332772,10.0,334.0
ITA00307_2019-12-18,7.8,0.008013901157,0.809745329844,0.02,10.0,0.06988332351,8.4,327.0
ITA00308_2018-01-17,8.4,0.00609756,1.409031628,0.04,12.1,0.04969536,5.9,297.0
ITA00308_2018-02-13,8.5,0.00914634,1.458918842,0.05,12.8,0.04969536,5.8,300.0
ITA00308_2018-03-19,8.5,0.007926828,1.399099332,0.04,12.1,0.04037748,7.2,306.0
ITA00308_2018-04-10,8.3,0.007926828,1.199099008,0.04,11.8,0.04037748,8.9,229.0
ITA00308_2018-05-16,8.1,0.004878048,0.949437204,0.04,11.7,0.04037748,8.9,201.0
ITA00308_2018-06-13,8.4,0.010975608,0.989392122,0.06,10.7,0.04969536,13.5,220.0
ITA00308_2018-07-12,8.4,0.010060974,1.359144414,0.07,10.7,0.04037748,15.6,272.0
ITA00308_2018-08-07,8.5,0.004878048,1.179234416,0.05,10.4,0.04037748,15.7,218.0
ITA00308_2018-09-11,8.2,0.00609756,1.249211956,0.05,10.6,0.04037748,13.7,249.0
ITA00308_2018-10-09,8.3,0.00609756,1.29909917,0.04,11.1,0.04037748,12.0,278.0
ITA00308_2018-11-20,8.3,0.003963414,1.29909917,0.03,11.5,0.04969536,7.6,259.0
ITA00308_2018-12-18,8.4,0.011890242,1.588941626,0.03,12.8,0.04969536,4.5,292.0
ITA00308_2019-01-10,8.2,0.008013901157,1.719459218928,0.04,13.0,0.04991665965,4.5,301.0
ITA00308_2019-02-13,8.3,0.012020851735,1.609493803764,0.04,13.3,0.04991665965,5.5,317.0
ITA00308_2019-03-13,8.1,0.008013901157,1.489531532676,0.06,11.2,0.06988332351,7.1,319.0
ITA00308_2019-04-10,8.1,0.005008688223,1.229613278652,0.07,11.4,0.03993332772,9.0,260.0
ITA00308_2019-05-20,8.1,0.003005212934,0.969695024628,0.04,11.4,0.03993332772,9.6,227.0
ITA00308_2019-06-12,8.1,0.004006950578,0.969695024628,0.04,10.5,0.03993332772,14.4,200.0
ITA00308_2019-07-10,8.2,0.006010425868,1.309588126044,0.08,10.3,0.03993332772,19.1,267.0
ITA00308_2019-08-07,8.2,0.01302258938,1.269600702348,0.12,10.1,0.04991665965,15.6,237.0
ITA00308_2019-09-30,8.2,0.014024327024,1.409556685284,0.06,10.4,0.03993332772,13.7,301.0
ITA00308_2019-10-09,8.2,0.009015638801,1.4995283886,0.06,11.0,0.04991665965,11.4,315.0
ITA00308_2019-11-12,8.1,0.010017376446,1.409556685284,0.11,11.2,0.04991665965,8.3,251.0
ITA00308_2019-12-18,8.1,0.006010425868,1.559509524144,0.03,11.6,0.03993332772,8.9,298.0
ITA00308_2020-01-15,8.1,0.014024388,1.639506042,0.04,12.1,0.07997847,5.0,308.0
ITA00308_2020-02-19,8.1,0.010060974,1.7494385,0.04,11.5,0.0698841,7.5,325.0
ITA00308_2020-03-11,8.1,0.010975608,1.629573746,0.03,10.8,0.05978973,7.2,327.0
ITA00308_2020-05-20,7.9,0.003963414,0.919640316,0.03,10.9,0.03960099,10.3,167.0
ITA00308_2020-06-16,8.1,0.004878048,1.039730804,0.03,10.6,0.03960099,11.4,205.0
ITA00308_2020-07-14,8.0,0.010975608,1.229573098,0.05,10.2,0.03960099,13.5,253.0
ITA00308_2020-07-28,8.0,0.039939018,1.349663586,0.05,10.2,0.03960099,13.9,304.0
ITA00308_2020-10-14,7.9,0.00609756,1.289618342,0.03,10.2,0.03960099,7.9,237.0
ITA00308_2020-10-21,7.9,0.010975608,1.319640964,0.03,11.6,0.03960099,8.8,253.0
ITA00308_2020-10-29,8.0,0.00304878,1.029572774,0.02,12.8,0.03960099,8.2,183.0
ITA00308_2020-12-14,8.0,0.004878048,1.559596206,0.02,11.7,0.03960099,6.5,291.0
ITA00309_2018-01-16,8.2,0.00914634,1.279234578,0.04,12.7,0.05978973,4.1,222.0
ITA00309_2018-02-12,7.9,0.021036582,1.219189334,0.04,12.7,0.05978973,3.9,213.0
ITA00309_2018-03-20,8.4,0.007926828,1.309031466,0.05,12.2,0.05978973,5.8,211.0
ITA00309_2018-04-09,8.3,0.013109754,1.259144252,0.06,11.3,0.04969536,8.5,199.0
ITA00309_2018-05-15,8.4,0.013109754,0.969301796,0.03,10.9,0.07997847,10.0,180.0
ITA00309_2018-06-12,7.7,0.004878048,0.529571964,0.04,10.3,0.05978973,11.9,107.0
ITA00309_2018-07-11,7.9,0.039939018,0.919414582,0.06,9.8,0.10016721,15.6,188.0
ITA00309_2018-08-06,7.9,0.010975608,0.47968475,0.15,9.5,0.05978973,15.8,84.0
ITA00309_2018-09-10,8.3,0.034146336,0.9593695,0.06,9.9,0.23993541,15.1,178.0
ITA00309_2018-10-08,8.3,0.02591463,0.919414582,0.06,10.6,0.0698841,11.9,178.0
ITA00309_2018-11-19,8.3,0.004878048,1.249211956,0.02,11.8,0.09007284,5.8,210.0
ITA00309_2018-12-17,8.2,0.007926828,1.149211794,0.02,13.2,0.04037748,2.2,200.0
ITA00309_2019-01-08,8.2,0.005008688223,1.179628999032,0.02,14.2,0.03993332772,1.9,196.0
ITA00309_2019-02-05,8.0,0.005008688223,1.069663583868,0.02,14.2,0.03993332772,1.3,209.0
ITA00309_2019-03-06,8.4,0.009015638801,1.069663583868,0.05,13.6,0.03993332772,4.5,204.0
ITA00309_2019-04-09,8.2,0.010017376446,1.19962271088,0.04,11.4,0.06988332351,8.4,213.0
ITA00309_2019-05-08,8.2,0.010017376446,1.089657295716,0.03,11.4,0.04991665965,8.6,201.0
ITA00309_2019-06-17,8.0,0.004006950578,0.569820787668,0.02,10.9,0.04991665965,12.1,103.0
ITA00309_2019-07-08,8.2,0.010017376446,0.7497641943,0.06,10.0,0.05989999158,15.8,151.0
ITA00309_2019-08-05,8.2,0.021036490537,0.959698168704,0.05,9.8,0.10981665123,16.2,194.0
ITA00309_2019-09-10,8.3,0.015026064669,0.959698168704,0.09,10.0,0.11979998316,14.5,205.0
ITA00309_2019-10-01,8.3,0.021036490537,0.839735897616,0.04,9.7,0.07986665544,15.4,189.0
ITA00309_2019-11-14,8.2,0.005008688223,1.2496069905,0.04,11.5,0.06988332351,7.7,226.0
ITA00309_2019-12-03,8.2,0.004006950578,1.279597558272,0.03,11.9,0.03993332772,6.2,236.0
ITA00309_2020-06-09,8.0,0.003963414,0.679685074,0.03,10.2,0.03960099,12.8,155.0
ITA00310_2018-01-16,8.0,0.007926828,1.149211794,0.03,12.0,0.04037748,5.6,217.0
ITA00310_2018-02-12,8.1,0.021951216,1.688941788,0.04,10.7,0.09007284,8.3,296.0
ITA00310_2018-03-20,8.5,0.011890242,1.049211632,0.02,12.7,0.21974667,7.7,219.0
ITA00310_2018-04-09,8.2,0.014024388,1.219189334,0.03,11.8,0.04969536,10.6,246.0
ITA00310_2018-04-16,8.3,0.024085362,1.189166712,0.03,11.9,0.04037748,9.6,220.0
ITA00310_2018-05-15,8.3,0.004878048,0.809482124,0.02,11.8,0.04037748,10.2,166.0
ITA00310_2018-06-12,8.2,0.00609756,0.709481962,0.02,11.3,0.04037748,13.0,141.0
ITA00310_2018-07-11,7.6,0.013109754,1.379009006,0.04,9.8,0.07997847,15.6,279.0
ITA00310_2018-08-06,8.4,0.00609756,0.649662452,0.02,10.8,0.04037748,17.5,130.0
ITA00310_2018-09-10,8.0,0.00609756,0.67945934,0.03,10.4,0.04037748,15.3,130.0
ITA00310_2018-10-08,8.0,0.00304878,0.659594748,0.03,9.9,0.04037748,13.6,139.0
ITA00310_2018-11-19,8.2,0.004878048,0.919414582,0.02,11.0,0.04969536,9.6,166.0
ITA00310_2018-12-17,7.9,0.004878048,0.919414582,0.02,11.7,0.04037748,6.4,182.0
ITA00310_2019-01-08,7.9,0.006010425868,1.409556685284,0.03,11.4,0.07986665544,7.5,281.0
ITA00310_2019-02-05,7.6,0.008013901157,1.539515812296,0.03,11.4,0.0998333193,7.1,297.0
ITA00310_2019-03-06,8.1,0.009015638801,1.229613278652,0.03,12.0,0.06988332351,7.4,260.0
ITA00310_2019-03-12,8.3,0.008013901157,1.069663583868,0.03,12.7,0.03993332772,8.7,240.0
ITA00310_2019-04-09,8.4,0.009015638801,1.129644719412,0.04,11.7,0.02994999579,10.7,245.0
ITA00310_2019-05-08,8.2,0.005008688223,0.979691880552,0.02,11.9,0.01996666386,10.3,210.0
ITA00310_2019-06-17,8.1,0.004006950578,0.64979563506,0.02,11.4,0.03993332772,12.9,139.0
ITA00310_2019-07-08,8.0,0.006010425868,0.589814499516,0.02,11.0,0.03993332772,15.0,132.0
ITA00310_2019-08-05,8.0,0.009015638801,0.579817643592,0.03,10.7,0.03993332772,16.0,128.0
ITA00310_2019-09-10,8.1,0.008013901157,0.64979563506,0.04,10.2,0.03993332772,14.4,141.0
ITA00310_2019-10-01,8.0,0.014024327024,0.69977991468,0.03,10.5,0.03993332772,14.7,155.0
ITA00310_2019-11-14,8.1,0.007012163512,1.039673016096,0.04,11.0,0.04991665965,9.6,189.0
ITA00310_2019-12-03,8.1,0.005008688223,1.379566117512,0.03,11.5,0.03993332772,8.8,251.0
ITA00310_2020-01-15,8.1,0.007012194,1.18961818,0.02,12.3,0.03960099,6.2,229.0
ITA00310_2020-02-11,8.1,0.00609756,1.199550476,0.03,12.2,0.03960099,8.4,241.0
ITA00310_2020-03-03,8.3,0.00609756,0.959595234,0.02,12.3,0.03960099,7.8,211.0
ITA00310_2020-04-29,8.3,0.00609756,0.689843104,0.05,12.3,0.03960099,10.4,163.0
ITA00310_2020-05-12,8.3,0.00609756,0.749662614,0.02,11.7,0.03960099,11.9,172.0
ITA00310_2020-07-06,8.2,0.004878048,0.619865564,0.01,11.3,0.03960099,15.2,147.0
ITA00310_2020-08-13,8.0,0.00304878,1.239505394,0.05,11.2,0.03960099,17.4,258.0
ITA00310_2020-10-13,8.1,0.00914634,0.819640154,0.02,11.1,0.03960099,11.4,160.0
ITA00310_2020-11-03,8.1,0.00304878,0.919640316,0.02,11.2,0.03960099,11.5,186.0
ITA00310_2020-12-14,8.1,0.00914634,1.069753426,0.02,11.4,0.03960099,7.5,230.0
ITA00311_2018-01-16,8.3,0.007012194,0.81941442,0.02,12.8,0.0698841,4.8,182.0
ITA00311_2018-02-12,7.9,0.020121948,1.149211794,0.03,12.6,0.10016721,6.4,273.0
ITA00311_2018-03-20,8.5,0.017073168,1.429121954,0.04,12.4,0.14986257,8.5,300.0
ITA00311_2018-04-09,8.4,0.007926828,1.319189496,0.03,12.0,0.04969536,9.1,280.0
ITA00311_2018-05-15,8.3,0.007926828,0.859369338,0.03,12.1,0.04969536,8.5,155.0
ITA00311_2018-06-12,7.8,0.00304878,0.459594424,0.01,11.2,0.04037748,10.5,100.0
ITA00311_2018-07-11,7.3,0.010975608,0.629572126,0.02,11.8,0.05978973,11.1,109.0
ITA00311_2018-08-06,8.4,0.00304878,0.459594424,0.02,10.5,0.04037748,14.7,113.0
ITA00311_2018-09-10,8.5,0.00304878,0.579684912,0.01,11.5,0.04037748,13.3,164.0
ITA00311_2018-10-08,8.6,0.003963414,0.54966229,0.02,11.5,0.04037748,12.5,147.0
ITA00311_2018-11-19,7.8,0.00304878,0.449662128,0.01,12.2,0.04037748,6.5,82.0
ITA00311_2018-12-17,7.8,0.003963414,0.629572126,0.03,13.2,0.04969536,4.0,117.0
ITA00311_2019-01-08,7.9,0.025043441115,1.739452930776,0.06,11.8,0.20964997053,6.9,291.0
ITA00311_2019-02-05,8.1,0.009015638801,0.9996855924,0.02,13.7,0.06988332351,3.8,266.0
ITA00311_2019-03-06,7.8,0.017029539958,1.079660439792,0.05,13.4,0.14974997895,7.4,282.0
ITA00311_2019-04-09,8.4,0.004006950578,1.029676160172,0.02,12.0,0.01996666386,8.9,264.0
ITA00311_2019-05-08,8.1,0.004006950578,0.7497641943,0.02,12.4,0.01996666386,7.5,147.0
ITA00311_2019-06-17,8.1,0.02404170347,1.269600702348,0.05,11.0,0.08984998737,13.9,291.0
ITA00311_2019-07-08,8.0,0.005008688223,0.44985851658,0.02,11.1,0.03993332772,13.6,105.0
ITA00311_2019-08-05,8.2,0.003005212934,0.469852228428,0.03,11.0,0.03993332772,13.6,128.0
ITA00311_2019-09-10,8.4,0.008013901157,0.869726465388,0.02,11.6,0.03993332772,12.3,240.0
ITA00311_2019-10-01,7.6,0.033057342272,0.969695024628,0.09,11.0,0.13976664702,14.5,216.0
ITA00311_2019-11-14,8.2,0.003005212934,0.909713889084,0.03,11.8,0.06988332351,7.7,209.0
ITA00311_2019-12-03,8.2,0.004006950578,1.2496069905,0.02,11.9,0.03993332772,8.0,276.0
ITA00311_2020-01-15,8.0,0.013109754,1.139730966,0.03,12.6,0.11957946,4.9,219.0
ITA00311_2020-02-11,8.1,0.004878048,0.739730318,0.02,12.0,0.04969536,8.4,149.0
ITA00311_2020-04-28,8.2,0.003963414,0.709707696,0.01,11.5,0.03960099,10.3,168.0
ITA00311_2020-05-12,8.4,0.00304878,0.739730318,0.02,10.9,0.03960099,12.3,166.0
ITA00311_2020-06-09,8.2,0.003963414,0.6997754,0.02,10.0,0.03960099,14.0,162.0
ITA00311_2020-07-06,8.6,0.03506097,1.139730966,0.06,11.3,0.09007284,19.4,261.0
ITA00311_2020-08-13,8.2,0.028048776,0.969753264,0.06,10.4,0.10948509,18.8,214.0
ITA00311_2020-10-13,8.0,0.00914634,0.779685236,0.02,11.3,0.05978973,8.3,169.0
ITA00311_2020-11-03,8.2,0.00304878,0.6997754,0.01,11.4,0.03960099,9.4,163.0
ITA00311_2020-12-14,8.0,0.00609756,0.899775724,0.03,11.7,0.05978973,5.7,203.0
ITA00312_2018-02-28,8.3,0.00304878,0.739504584,0.02,13.1,0.02018874,2.2,393.0
ITA00312_2018-04-10,8.6,0.00304878,0.769527206,0.02,11.8,0.04037748,8.0,335.0
ITA00312_2018-06-12,8.3,0.00304878,0.719414258,0.02,10.1,0.04037748,10.3,307.0
ITA00312_2018-08-01,8.3,0.00304878,0.659594748,0.02,9.6,0.04037748,12.7,296.0
ITA00312_2018-10-08,8.4,0.00304878,0.6094818,0.03,11.4,0.04037748,10.2,355.0
ITA00312_2018-12-10,8.4,0.00304878,0.75959491,0.02,11.5,0.04037748,5.8,328.0
ITA00312_2019-02-25,8.3,0.003005212934,0.789751617996,0.02,12.0,0.03993332772,4.5,394.0
ITA00312_2019-06-19,8.1,0.003005212934,0.629801923212,0.02,10.8,0.03993332772,9.9,292.0
ITA00312_2019-08-06,8.3,0.003005212934,0.639798779136,0.04,9.9,0.03993332772,12.0,301.0
ITA00312_2019-10-23,8.3,0.003005212934,0.619805067288,0.04,11.6,0.03993332772,8.5,325.0
ITA00312_2019-12-18,8.2,0.003005212934,0.89971703316,0.02,11.1,0.03993332772,7.5,327.0
ITA00313_2018-02-28,7.4,0.00304878,0.719414258,0.01,12.6,0.02018874,1.7,84.0
ITA00313_2018-06-12,7.7,0.00304878,0.399774914,0.01,10.2,0.04037748,10.5,62.0
ITA00313_2018-08-01,7.8,0.00304878,0.359819996,0.01,9.5,0.04037748,13.9,92.0
ITA00313_2018-10-08,7.7,0.00304878,0.509707372,0.01,10.1,0.04037748,13.0,74.0
ITA00313_2018-12-10,7.7,0.00304878,0.54966229,0.01,11.5,0.04037748,5.2,75.0
ITA00313_2019-02-25,7.8,0.003005212934,0.509839652124,0.01,12.5,0.03993332772,4.2,79.0
ITA00313_2019-06-19,7.5,0.003005212934,0.319899389568,0.01,10.4,0.03993332772,10.1,58.0
ITA00313_2019-08-06,7.8,0.003005212934,0.4998427962,0.02,9.2,0.03993332772,15.8,69.0
ITA00313_2019-10-23,7.9,0.003005212934,0.589814499516,0.03,11.3,0.03993332772,11.2,86.0
ITA00313_2019-12-18,7.5,0.003005212934,0.689783058756,0.01,11.3,0.03993332772,6.5,72.0
ITA00314_2018-03-14,8.2,0.00304878,0.130022784,0.017,11.4,0.04037748,7.0,308.0
ITA00314_2018-04-18,8.6,0.00304878,0.130022784,0.028,14.3,0.04037748,8.6,303.0
ITA00314_2018-06-11,8.6,0.003963414,0.100000162,0.008,10.5,0.04037748,23.1,282.0
ITA00314_2018-07-17,8.7,0.00304878,0.020090326,0.015,10.0,0.04037748,24.9,265.0
ITA00314_2018-08-28,8.8,0.00304878,0.020090326,0.01,8.4,0.04037748,23.0,264.0
ITA00314_2018-10-15,8.8,0.00304878,0.020090326,0.014,8.7,0.04037748,18.2,271.0
ITA00314_2019-03-20,8.22,0.003005212934,0.2639169963936,0.0208,11.58,0.03993332772,5.54,314.2
ITA00314_2019-05-08,8.28,0.003005212934,0.29190819298079995,0.019200000000000002,10.28,0.01996666386,8.48,310.6
ITA00314_2019-06-27,8.28,0.0038066030496,0.3059037912744,0.0186,9.72,0.03993332772,14.459999999999999,308.0
ITA00314_2019-08-12,8.32,0.012822241851,0.20593523203439998,0.0186,7.7,0.051913326036000004,15.719999999999999,293.6
ITA00314_2019-10-09,8.28,0.0092159863304,0.1039673016096,0.020999999999999998,6.0200000000000005,0.10981665122999999,13.080000000000002,295.2
ITA00314_2019-11-25,8.0,0.0106184190328,0.2239295726976,0.024399999999999998,6.0,0.117803316774,9.48,299.0
ITA00314_2020-05-27,8.26,0.0032317068000000003,0.3878561588,0.0166,7.6,0.051714234000000005,12.26,301.6
ITA00314_2020-07-14,8.280000000000001,0.0218902404,0.23399586440000003,0.029200000000000004,7.540000000000001,0.08153144999999999,16.240000000000002,294.4
ITA00314_2020-09-08,8.36,0.0116463396,0.1639731776,0.024,6.140000000000001,0.107621514,14.66,289.8
ITA00314_2020-10-13,8.28,0.030060970799999996,0.1199550476,0.023799999999999998,5.180000000000001,0.103583766,11.9,294.6
ITA00315_2018-03-14,8.0,0.00304878,0.189842294,0.02,10.3,0.04037748,5.9,267.0
ITA00315_2018-04-18,8.4,0.00304878,0.13995508,0.016,11.4,0.04037748,14.7,261.0
ITA00315_2018-06-11,8.5,0.003963414,0.109932458,0.019,9.5,0.04037748,25.1,250.0
ITA00315_2018-07-17,8.6,0.00304878,0.06997754,0.009,9.4,0.04037748,26.0,238.0
ITA00315_2018-08-28,8.6,0.00304878,0.020090326,0.011,8.4,0.04037748,23.8,225.0
ITA00315_2018-10-15,8.7,0.00304878,0.030022622,0.008,9.3,0.04037748,18.0,236.0
ITA00315_2019-03-20,8.0,0.0034059079915999997,0.4318641759168,0.0186,10.5,0.03993332772,6.34,274.4
ITA00315_2019-05-08,8.14,0.0034059079915999997,0.43386354710159997,0.016599999999999997,9.7,0.01996666386,8.82,270.2
ITA00315_2019-06-27,8.0,0.0086149437436,0.5198365080480001,0.0156,8.28,0.05390999242200001,13.780000000000001,275.2
ITA00315_2019-08-12,8.08,0.01302258938,0.4038729793296,0.0188,7.15,0.09983331930000001,14.940000000000001,267.4
ITA00315_2019-10-09,8.08,0.0076132060988,0.32789687430720005,0.03,5.4399999999999995,0.18169664112599998,12.139999999999999,273.2
ITA00315_2019-12-03,7.720000000000001,0.0134232844376,0.4618547436888,0.037599999999999995,5.26,0.24159663270600001,8.16,271.6
ITA00315_2020-05-27,8.08,0.0046341456,0.7037934652000001,0.0076,9.26,0.051714234000000005,11.7,269.0
ITA00315_2020-07-14,8.36,0.010975608000000001,0.4758021252,0.0158,8.5,0.059634432,16.36,260.2
ITA00315_2020-09-08,8.120000000000001,0.015426826799999998,0.4718292068,0.0132,6.840000000000001,0.069573504,13.86,264.2
ITA00315_2020-10-13,8.1,0.0080487792,0.40383812599999996,0.0216,5.9399999999999995,0.11756058600000001,11.88,267.2
ITA00316_2018-03-13,8.2,0.00304878,0.359819996,0.015,10.3,0.04037748,8.8,222.0
ITA00316_2018-05-08,8.2,0.00304878,0.289842456,0.012,10.8,0.04037748,11.6,220.0
ITA00316_2018-07-03,8.8,0.00304878,0.030022622,0.013,10.0,0.04037748,22.7,211.0
ITA00316_2018-08-07,8.5,0.004878048,0.149887376,0.011,9.3,0.04037748,20.2,198.0
ITA00316_2018-09-11,8.4,0.004878048,0.13995508,0.011,9.2,0.04037748,21.0,202.0
ITA00316_2018-10-23,8.3,0.00304878,0.13995508,0.008,9.1,0.04037748,17.8,201.0
ITA00316_2019-02-26,8.1,0.003005212934,0.336560816108,0.014222222222222223,10.022222222222222,0.04104258682333333,8.733333333333333,223.55555555555554
ITA00316_2019-04-16,8.18888888888889,0.003005212934,0.3221209131066667,0.013222222222222222,10.277777777777779,0.01996666386,9.533333333333333,223.22222222222223
