country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
Bangladesh,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-76.5866035,Rainwater,Pit Latrine,Education,Male,Elderly,High,Urban Slum,Medium,Arid,2016,Red Cross,Gov Report,Pregnant Women,Unsafe,clear,clear,sewage,yes,none,sewage lines,sparse,open dumping,yes,flowing
Kenya,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",22.534443,Rainwater,Pit Latrine,Public Infrastructure,Male,Youth,Low,Rural Village,Sparse,Temperate,2016,Red Cross,Gov Report,Disabled,Unsafe,green,clear,none,yes,none,waste facilities,sparse,managed sites,no,stagnant
Somalia,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-40.8141575,River,Pit Latrine,Health,Male,Youth,High,Peri-Urban,Sparse,Semi-Arid,2019,Red Cross,Academic Paper,Disabled,Unsafe,clear,clear,none,yes,mining,waste facilities,lush,managed sites,no,stagnant
Ethiopia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,64.6709745,Rainwater,Open Defecation,Education,Male,Elderly,High,Refugee Camp,Dense,Tropical,2025,Save the Children,Gov Report,Pregnant Women,Unsafe,murky,turbid,none,no,sewage treatment,sewage lines,lush,none,no,slow
Ethiopia,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,33.5424685,Well,Pit Latrine,Education,Male,Child,Middle,Rural Village,Dense,Arid,2022,UNICEF,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-63.0442975,Piped Water,Pit Latrine,Education,Male,Child,Middle,Rural Village,Medium,Arid,2019,UNICEF,Gov Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,24.1000505,River,Composting Toilet,Public Infrastructure,Female,Child,Low,Peri-Urban,Sparse,Tropical,2020,Save the Children,NGO Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,25.934551,Truck Delivery,Pit Latrine,Health,Male,Adult,Low,Rural Village,Sparse,Semi-Arid,2024,Save the Children,Academic Paper,Pregnant Women,Unsafe,green,clear,chemical,no,farming,sewage lines,dead,managed sites,no,slow
Bangladesh,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",7.3902215,Truck Delivery,Open Defecation,Health,Female,Adult,Middle,Peri-Urban,Dense,Semi-Arid,2019,Red Cross,Gov Report,Children Under 5,Unsafe,green,cloudy,sewage,yes,mining,sewage lines,sparse,open dumping,yes,stagnant
Uganda,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-51.354711,Piped Water,Composting Toilet,Agriculture,Female,Elderly,High,Refugee Camp,Medium,Arid,2022,UNICEF,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,41.638372,Truck Delivery,Pit Latrine,Health,Male,Elderly,Low,Rural Village,Sparse,Semi-Arid,2017,Save the Children,Academic Paper,,Unsafe,clear,turbid,none,no,sewage treatment,none,sparse,managed sites,yes,slow
Kenya,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-7.245674,Protected Spring,Pit Latrine,Education,Female,Youth,Middle,Refugee Camp,Dense,Tropical,2020,Water.org,Field Survey,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
India,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,59.035262,Piped Water,Composting Toilet,Education,Female,Youth,Low,Refugee Camp,Medium,Semi-Arid,2020,UNICEF,Field Survey,Pregnant Women,Unsafe,brown,cloudy,sewage,yes,sewage treatment,waste facilities,sparse,open dumping,yes,flowing
Nigeria,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-47.984233,Borehole,Flush Toilet,Education,Male,Adult,High,Refugee Camp,Dense,Arid,2021,Water.org,Gov Report,,Unsafe,clear,clear,none,no,farming,sewage lines,sparse,managed sites,no,stagnant
Somalia,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-35.393149,Protected Spring,Pit Latrine,Health,Male,Elderly,High,Refugee Camp,Dense,Tropical,2021,UNICEF,NGO Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",65.4086235,Truck Delivery,Composting Toilet,Public Infrastructure,Female,Elderly,Low,Rural Village,Medium,Tropical,2022,Red Cross,NGO Report,Pregnant Women,Unsafe,murky,clear,none,yes,mining,none,sparse,managed sites,no,slow
Nepal,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-1.034808,Truck Delivery,Open Defecation,Agriculture,Female,Youth,High,Refugee Camp,Medium,Arid,2015,Water.org,Academic Paper,,Unsafe,green,cloudy,chemical,yes,farming,none,lush,managed sites,no,slow
Somalia,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-63.0442975,Piped Water,Pit Latrine,Education,Male,Child,Middle,Rural Village,Medium,Arid,2019,UNICEF,Gov Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,UNICEF Field Report on Water Quality,Treated water systems have significantly reduced reported illnesses in the area.,-23.925977,Rainwater,Pit Latrine,Public Infrastructure,Male,Elderly,High,Rural Village,Sparse,Semi-Arid,2023,UNICEF,Field Survey,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-23.7405855,Rainwater,Pit Latrine,Education,Female,Adult,Low,Refugee Camp,Dense,Tropical,2016,Water.org,Academic Paper,Disabled,Unsafe,green,cloudy,chemical,no,farming,sewage lines,dead,none,yes,slow
Somalia,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-49.274574,Protected Spring,Composting Toilet,Public Infrastructure,Male,Elderly,High,Refugee Camp,Dense,Arid,2025,Water.org,Field Survey,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-30.7021145,Truck Delivery,Open Defecation,Health,Female,Elderly,Low,Urban Slum,Sparse,Tropical,2023,Save the Children,NGO Report,Pregnant Women,Unsafe,green,cloudy,chemical,no,mining,sewage lines,dead,managed sites,yes,stagnant
Ethiopia,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",-8.9280225,River,Flush Toilet,Agriculture,Male,Child,Low,Refugee Camp,Dense,Tropical,2016,Save the Children,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-73.345996,Protected Spring,Pit Latrine,Public Infrastructure,Female,Adult,Middle,Rural Village,Medium,Arid,2016,Red Cross,NGO Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
India,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-33.7255245,Rainwater,Pit Latrine,Health,Female,Adult,Middle,Peri-Urban,Sparse,Temperate,2025,Red Cross,Gov Report,Children Under 5,Unsafe,green,turbid,none,no,mining,none,sparse,open dumping,no,slow
Haiti,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-70.978961,Piped Water,Open Defecation,Education,Female,Adult,Middle,Rural Village,Dense,Tropical,2024,WHO,NGO Report,,Unsafe,clear,clear,chemical,yes,sewage treatment,none,sparse,managed sites,yes,stagnant
Kenya,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-71.4078795,River,Flush Toilet,Education,Female,Adult,Low,Urban Slum,Sparse,Arid,2015,UNICEF,Gov Report,,Unsafe,murky,clear,none,no,sewage treatment,none,dead,open dumping,no,stagnant
Uganda,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-24.2813855,Protected Spring,Pit Latrine,Public Infrastructure,Male,Elderly,Low,Rural Village,Dense,Arid,2025,Save the Children,Gov Report,Pregnant Women,Unsafe,murky,clear,none,no,farming,none,sparse,managed sites,no,stagnant
Haiti,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-25.844219,Piped Water,Open Defecation,Education,Female,Child,Low,Rural Village,Dense,Temperate,2016,Red Cross,NGO Report,Children Under 5,Unsafe,clear,clear,chemical,no,none,waste facilities,lush,managed sites,no,flowing
Ethiopia,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",-25.5754255,Borehole,Composting Toilet,Education,Male,Elderly,High,Rural Village,Sparse,Semi-Arid,2016,Save the Children,Academic Paper,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-6.32958,Piped Water,Flush Toilet,Health,Female,Elderly,High,Refugee Camp,Dense,Tropical,2021,UNICEF,Field Survey,,Unsafe,clear,clear,sewage,no,mining,none,sparse,none,yes,slow
Kenya,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-74.0522905,Well,Open Defecation,Education,Male,Elderly,High,Refugee Camp,Sparse,Arid,2023,WHO,Gov Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-33.625075,Well,Flush Toilet,Agriculture,Male,Elderly,Low,Refugee Camp,Dense,Arid,2024,Water.org,Gov Report,Elderly,Unsafe,green,clear,sewage,no,sewage treatment,sewage lines,lush,managed sites,yes,slow
Kenya,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,33.7488315,Piped Water,Open Defecation,Education,Female,Child,High,Peri-Urban,Dense,Tropical,2019,Save the Children,Academic Paper,Children Under 5,Unsafe,green,clear,none,yes,none,waste facilities,lush,none,yes,flowing
Ethiopia,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",85.920394,Protected Spring,Flush Toilet,Agriculture,Female,Child,Low,Refugee Camp,Dense,Temperate,2019,Red Cross,NGO Report,Elderly,Unsafe,green,cloudy,chemical,no,farming,none,lush,none,no,slow
DR Congo,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,82.2900335,Truck Delivery,Composting Toilet,Agriculture,Female,Elderly,Middle,Rural Village,Dense,Tropical,2024,UNICEF,Academic Paper,Elderly,Unsafe,green,clear,chemical,no,farming,sewage lines,sparse,managed sites,no,slow
Uganda,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,1.7828515,River,Open Defecation,Public Infrastructure,Male,Child,Middle,Refugee Camp,Medium,Tropical,2021,UNICEF,Field Survey,Children Under 5,Unsafe,clear,cloudy,none,no,none,none,sparse,open dumping,no,slow
Haiti,BBC: Community Water Shared but Strained,Water is available but often shared across households and lacks regular treatment.,18.3371615,Rainwater,Open Defecation,Health,Male,Child,High,Refugee Camp,Sparse,Semi-Arid,2022,Red Cross,Academic Paper,Children Under 5,Moderate,clear,cloudy,none,no,sewage treatment,none,dead,managed sites,no,slow
India,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,88.8037455,Truck Delivery,Open Defecation,Agriculture,Female,Youth,Middle,Urban Slum,Dense,Tropical,2025,UNICEF,Academic Paper,Pregnant Women,Unsafe,brown,cloudy,chemical,yes,mining,none,lush,none,yes,stagnant
Nigeria,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,40.871663,Protected Spring,Pit Latrine,Agriculture,Male,Elderly,High,Urban Slum,Dense,Temperate,2018,Red Cross,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,79.2236895,Piped Water,Pit Latrine,Public Infrastructure,Female,Youth,Low,Refugee Camp,Medium,Arid,2015,WHO,Gov Report,Children Under 5,Unsafe,brown,cloudy,chemical,no,farming,waste facilities,dead,managed sites,no,slow
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-52.049475,Protected Spring,Pit Latrine,Agriculture,Female,Adult,Middle,Refugee Camp,Dense,Semi-Arid,2024,Water.org,Academic Paper,,Unsafe,brown,turbid,none,yes,farming,sewage lines,lush,open dumping,yes,flowing
Nigeria,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-17.5241095,Protected Spring,Flush Toilet,Agriculture,Male,Youth,Low,Refugee Camp,Medium,Arid,2020,Water.org,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-84.580044,Truck Delivery,Open Defecation,Education,Male,Youth,High,Peri-Urban,Dense,Temperate,2022,WHO,Academic Paper,Elderly,Unsafe,green,turbid,none,no,mining,sewage lines,sparse,managed sites,yes,slow
Somalia,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-8.654389,Protected Spring,Flush Toilet,Public Infrastructure,Female,Child,High,Refugee Camp,Medium,Temperate,2025,Water.org,Field Survey,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,77.9993775,River,Flush Toilet,Education,Female,Elderly,Low,Rural Village,Sparse,Arid,2025,Water.org,Academic Paper,,Unsafe,green,turbid,none,no,farming,none,sparse,managed sites,no,slow
Bangladesh,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,71.094785,Protected Spring,Composting Toilet,Agriculture,Male,Youth,Low,Urban Slum,Sparse,Tropical,2015,UNICEF,Academic Paper,Elderly,Unsafe,brown,cloudy,none,no,farming,waste facilities,sparse,managed sites,yes,stagnant
Ethiopia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-4.580612,River,Composting Toilet,Education,Female,Adult,High,Urban Slum,Sparse,Arid,2018,UNICEF,Field Survey,Children Under 5,Unsafe,green,cloudy,sewage,yes,none,waste facilities,dead,managed sites,yes,slow
Kenya,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-86.541577,River,Composting Toilet,Health,Female,Youth,Low,Refugee Camp,Medium,Arid,2022,UNICEF,Field Survey,Pregnant Women,Unsafe,brown,cloudy,sewage,yes,mining,sewage lines,lush,none,no,slow
Kenya,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",85.6351085,River,Pit Latrine,Health,Female,Child,Middle,Peri-Urban,Medium,Temperate,2015,WHO,Gov Report,,Unsafe,clear,turbid,chemical,yes,none,none,dead,none,no,stagnant
Ethiopia,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-42.3567435,Truck Delivery,Composting Toilet,Health,Female,Child,High,Peri-Urban,Dense,Tropical,2024,WHO,Field Survey,,Unsafe,clear,clear,sewage,no,sewage treatment,sewage lines,lush,managed sites,yes,slow
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",63.008411,Piped Water,Flush Toilet,Agriculture,Female,Youth,Low,Urban Slum,Sparse,Tropical,2016,UNICEF,Gov Report,,Unsafe,murky,turbid,chemical,yes,sewage treatment,waste facilities,dead,managed sites,no,stagnant
DR Congo,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-69.12397,Piped Water,Open Defecation,Education,Male,Child,High,Refugee Camp,Medium,Semi-Arid,2020,Save the Children,Gov Report,Pregnant Women,Unsafe,clear,turbid,sewage,no,farming,waste facilities,dead,managed sites,no,flowing
Ethiopia,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,20.2067425,Well,Flush Toilet,Education,Male,Youth,Low,Rural Village,Medium,Temperate,2016,Water.org,Field Survey,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-73.6050055,Piped Water,Flush Toilet,Health,Female,Adult,Low,Urban Slum,Medium,Arid,2017,Save the Children,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-27.2690405,Well,Pit Latrine,Education,Male,Adult,Low,Refugee Camp,Dense,Temperate,2024,Red Cross,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,6.2418655,Rainwater,Flush Toilet,Health,Female,Child,High,Peri-Urban,Medium,Tropical,2022,Water.org,Academic Paper,,Unsafe,brown,turbid,chemical,no,sewage treatment,sewage lines,dead,open dumping,yes,flowing
Somalia,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-36.2317635,Well,Composting Toilet,Public Infrastructure,Female,Child,High,Rural Village,Sparse,Tropical,2023,Water.org,NGO Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-46.6965155,Protected Spring,Composting Toilet,Public Infrastructure,Male,Adult,High,Urban Slum,Dense,Temperate,2017,Water.org,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,84.1901135,Truck Delivery,Pit Latrine,Education,Male,Child,High,Refugee Camp,Medium,Temperate,2015,WHO,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-8.2087735,Borehole,Composting Toilet,Education,Male,Child,Low,Refugee Camp,Dense,Temperate,2019,Save the Children,Field Survey,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-38.282638,Borehole,Pit Latrine,Education,Female,Youth,Middle,Rural Village,Sparse,Semi-Arid,2015,WHO,Gov Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-89.6047405,Truck Delivery,Flush Toilet,Education,Female,Elderly,Middle,Urban Slum,Dense,Semi-Arid,2024,WHO,Academic Paper,Elderly,Unsafe,clear,clear,none,yes,mining,waste facilities,dead,none,no,flowing
Haiti,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,37.2385455,Truck Delivery,Open Defecation,Agriculture,Female,Adult,High,Rural Village,Sparse,Tropical,2016,UNICEF,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-66.5484945,Borehole,Open Defecation,Public Infrastructure,Female,Adult,High,Refugee Camp,Dense,Semi-Arid,2025,Water.org,Gov Report,Children Under 5,Unsafe,brown,turbid,chemical,no,mining,waste facilities,lush,managed sites,no,stagnant
Somalia,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,20.2049865,Protected Spring,Open Defecation,Health,Male,Child,Middle,Refugee Camp,Medium,Tropical,2022,Red Cross,Gov Report,Elderly,Unsafe,brown,turbid,chemical,no,farming,none,lush,none,no,flowing
DR Congo,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-71.0358825,Well,Flush Toilet,Health,Male,Youth,High,Peri-Urban,Medium,Semi-Arid,2021,Water.org,Field Survey,Disabled,Unsafe,green,clear,sewage,yes,farming,waste facilities,dead,none,no,slow
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",23.5415955,Rainwater,Flush Toilet,Public Infrastructure,Female,Adult,High,Peri-Urban,Medium,Temperate,2022,WHO,Field Survey,,Unsafe,murky,clear,sewage,yes,farming,sewage lines,lush,none,no,flowing
Uganda,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-49.5258075,Truck Delivery,Composting Toilet,Agriculture,Male,Child,High,Urban Slum,Medium,Semi-Arid,2015,WHO,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-78.9457235,River,Pit Latrine,Agriculture,Male,Child,Low,Refugee Camp,Dense,Temperate,2017,UNICEF,NGO Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",85.3226965,Well,Open Defecation,Agriculture,Male,Child,Low,Refugee Camp,Dense,Arid,2022,Water.org,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-24.946849,Piped Water,Composting Toilet,Education,Male,Elderly,Low,Urban Slum,Dense,Semi-Arid,2025,WHO,NGO Report,Children Under 5,Unsafe,murky,cloudy,chemical,yes,sewage treatment,sewage lines,sparse,none,yes,slow
Nepal,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-80.848865,Protected Spring,Pit Latrine,Education,Male,Youth,Middle,Urban Slum,Medium,Semi-Arid,2017,Water.org,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-39.538155,Protected Spring,Flush Toilet,Education,Male,Child,High,Refugee Camp,Dense,Temperate,2021,WHO,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",10.9390945,Rainwater,Flush Toilet,Health,Female,Adult,Low,Rural Village,Medium,Temperate,2021,Save the Children,Academic Paper,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-31.674513,Piped Water,Composting Toilet,Public Infrastructure,Male,Elderly,Low,Rural Village,Dense,Temperate,2020,Save the Children,NGO Report,Disabled,Unsafe,green,clear,none,yes,mining,waste facilities,sparse,managed sites,no,slow
Haiti,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-1.899429,Truck Delivery,Pit Latrine,Education,Male,Youth,Low,Peri-Urban,Dense,Tropical,2020,Save the Children,Academic Paper,,Unsafe,clear,cloudy,sewage,yes,sewage treatment,none,sparse,none,no,flowing
Bangladesh,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,56.5707005,Truck Delivery,Flush Toilet,Agriculture,Female,Adult,Low,Peri-Urban,Medium,Tropical,2025,WHO,Field Survey,Pregnant Women,Unsafe,green,clear,sewage,no,mining,none,sparse,none,yes,flowing
Nigeria,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,35.68947,Rainwater,Composting Toilet,Public Infrastructure,Male,Youth,Low,Refugee Camp,Dense,Arid,2021,Water.org,Gov Report,Pregnant Women,Unsafe,brown,cloudy,chemical,yes,sewage treatment,none,dead,managed sites,yes,slow
DR Congo,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-27.560548,Rainwater,Composting Toilet,Education,Female,Child,Middle,Peri-Urban,Sparse,Semi-Arid,2019,UNICEF,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",37.2385455,Truck Delivery,Open Defecation,Agriculture,Female,Adult,High,Rural Village,Sparse,Tropical,2016,UNICEF,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",86.778137,Rainwater,Composting Toilet,Health,Female,Elderly,High,Refugee Camp,Dense,Semi-Arid,2019,UNICEF,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-21.8749745,River,Pit Latrine,Public Infrastructure,Male,Elderly,High,Urban Slum,Sparse,Semi-Arid,2015,WHO,Field Survey,Elderly,Unsafe,murky,clear,chemical,no,farming,none,sparse,open dumping,no,flowing
Uganda,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-42.900179,Rainwater,Pit Latrine,Health,Male,Youth,High,Urban Slum,Dense,Temperate,2015,Red Cross,NGO Report,Disabled,Unsafe,green,clear,sewage,yes,none,sewage lines,lush,managed sites,no,stagnant
Somalia,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-52.971984,Protected Spring,Open Defecation,Health,Male,Youth,Middle,Refugee Camp,Medium,Tropical,2017,Save the Children,NGO Report,,Unsafe,brown,cloudy,none,yes,sewage treatment,waste facilities,lush,none,no,stagnant
Nepal,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,70.6546785,Borehole,Composting Toilet,Agriculture,Male,Child,Low,Peri-Urban,Dense,Semi-Arid,2016,Water.org,Gov Report,Elderly,Unsafe,murky,cloudy,chemical,no,sewage treatment,none,dead,managed sites,yes,flowing
Nigeria,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-65.208961,Rainwater,Open Defecation,Health,Female,Elderly,High,Rural Village,Medium,Tropical,2017,Water.org,NGO Report,Elderly,Unsafe,clear,turbid,chemical,no,sewage treatment,sewage lines,dead,none,no,flowing
DR Congo,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",-27.560548,Rainwater,Composting Toilet,Education,Female,Child,Middle,Peri-Urban,Sparse,Semi-Arid,2019,UNICEF,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
